area,authors/0/category,authors/0/name,authors/0/order,authors/1/category,authors/1/name,authors/1/order,authors/2/category,authors/2/name,authors/2/order,authors/3/category,authors/3/name,authors/3/order,authors/4/category,authors/4/name,authors/4/order,authors/5/category,authors/5/name,authors/5/order,authors/6/category,authors/6/name,authors/6/order,authors/7/category,authors/7/name,authors/7/order,authors/8/category,authors/8/name,authors/8/order,extension/advertising,extension/edition,extension/event_city,extension/event_country,extension/event_name,extension/fasciculo,extension/idiom,extension/isbn_issn,extension/n_finalPage,extension/n_startPage,extension/nature,extension/observation,extension/serie,extension/title,extension/url,extension/volume,ies,name,program,researchLine,researchProjet,subtype_,type_,year,extension/city,extension/doi,extension/editor,extension/issn,extension/advertising_mode,extension/author_info,extension/award,extension/award_date,extension/city_country,extension/content_nature,extension/contribution_type,extension/distribution,extension/editor_type,extension/editorial_city,extension/editorial_conselor,extension/funding,extension/indication_date,extension/indice,extension/institution,extension/isbn,extension/name_funding,extension/page_count,extension/page_count_contribution,extension/parecer,extension/reedition,extension/reference_work,extension/reimpresion,extension/tiragem,extension/year_fst_pusblish,authors/9/category,authors/9/name,authors/9/order,authors/10/category,authors/10/name,authors/10/order,authors/11/category,authors/11/name,authors/11/order,authors/12/category,authors/12/name,authors/12/order,authors/13/category,authors/13/name,authors/13/order,authors/14/category,authors/14/name,authors/14/order,authors/15/category,authors/15/name,authors/15/order,authors/16/category,authors/16/name,authors/16/order,authors/17/category,authors/17/name,authors/17/order,authors/18/category,authors/18/name,authors/18/order,authors/19/category,authors/19/name,authors/19/order,authors/20/category,authors/20/name,authors/20/order,authors/21/category,authors/21/name,authors/21/order,authors/22/category,authors/22/name,authors/22/order,authors/23/category,authors/23/name,authors/23/order,authors/24/category,authors/24/name,authors/24/order,authors/25/category,authors/25/name,authors/25/order,authors/26/category,authors/26/name,authors/26/order,authors/27/category,authors/27/name,authors/27/order,authors/28/category,authors/28/name,authors/28/order,authors/29/category,authors/29/name,authors/29/order,authors/30/category,authors/30/name,authors/30/order,authors/31/category,authors/31/name,authors/31/order,authors/32/category,authors/32/name,authors/32/order
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,JULIANA DANTAS RIBEIRO VIANA DE MEDEIROS,1,Docente,ALEXANDRE MARCOS LINS DE VASCONCELOS,2,Docente,CARLA TACIANA LIMA LOURENCO SILVA SCHUENEMANN,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Lima,Peru,Doctoral Symposium,-,inglês,9789972825804,865,859,TRABALHO COMPLETO,-,-,Proceedings of the XVIII Ibero-American Conference on Software Engineering.,[http://eventos.spc.org.pe/cibse2015/sessions.html],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,INTEGRATION OF AGILE PRACTICES: AN APPROACH TO IMPROVE THE QUALITY OF SOFTWARE SPECIFICATIONS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,UMA PROPOSTA PARA MELHORIA DE PROCESSO DE SOFTWARE BASEADA EM METODOLOGIAS ÁGEIS,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,IVANILDO JOSE DE MELO FILHO,1,Docente,ALEX SANDRO GOMES,2,Sem categoria,BRIAN JOYCE,3,Sem categoria,ANNE-MARIA KORHONEN,4,,,,,,,,,,,,,,,,MEIO DIGITAL,-,"Espoo, Finland",Finlândia,The 2015 Annual Conference of the EU-SPRI Forum,-,Português,2242-122X,418,414,TRABALHO COMPLETO,-,-,The Book of Abstracts for The 2015 Annual Conference of the EU-SPRI Forum,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,INTEGRATION SERVICE DEVELOPMENT OF INFORMAL LEARNING ACTIVITIES WITHIN THE DISTANCE EDUCATION IN BRAZIL,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MÍDIA E INTERAÇÃO,Software Livre e novas práticas de ensino e aprendizagem,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Sem categoria,DICKSSON R. O. ALMEIDA,1,Sem categoria,PAULO GUEDES,2,Discente,MANOELA MILENA OLIVEIRA DA SILVA,3,Sem categoria,ANDRÉ L. V. SILVA,4,Sem categoria,JOÃO PAULO SILVA DO MONTE LIMA,5,Docente,VERONICA TEICHRIEB,6,,,,,,,,,,MEIO DIGITAL,-,São Paulo,Brasil,SVR 2015,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the SVR 2015,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,INTERACTIVE MAKEUP TUTORIAL USING FACE TRACKING AND AUGMENTED REALITY ON MOBILE DEVICES,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MÍDIA E INTERAÇÃO,Realidade Aumentada Mobile,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,EDSON ADRIANO MARAVALHO AVELAR,1,Sem categoria,LORENA MARQUES,2,Sem categoria,DIEGO DA SILVA PASSOS,3,Sem categoria,RICARDO MACEDO,4,Docente,KELVIN LOPES DIAS,5,Sem categoria,MICHELE NOGUEIRA,6,,,,,,,,,,VÁRIOS,,,,,-,Inglês,,15,4,Trabalho Completo,-,-,,http://www.sciencedirect.com/science/article/pii/S0140366414002485,58,UNIVERSIDADE FEDERAL DE PERNAMBUCO,INTEROPERABILITY ISSUES ON HETEROGENEOUS WIRELESS COMMUNICATION FOR SMART CITIES,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES DE COMPUTADORES,"Mecanismos, Protocolos e Arquiteturas para a Internet do Futuro (Bolsa de Produtividade em Pesquisa - PQ2)",ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,-,10.1016/j.comcom.2014.07.005,-,Computer Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,CLEYTON VANUT CORDEIRO DE MAGALHAES,1,Docente,FABIO QUEDA BUENO DA SILVA,2,Discente,RONNIE EDSON DE SOUZA SANTOS,3,Discente,MARCOS SUASSUNA,4,,,,,,,,,,,,,,,,http://www.sciencedirect.com/science/article/pii/S0950584915000300,,,,,-,MEIO DIGITAL,,76,Inglês,64,-,101,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,INVESTIGATIONS ABOUT REPLICATION OF EMPIRICAL STUDIES IN SOFTWARE ENGINEERING: A SYSTEMATIC MAPPING STUDY,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,HASE- HUMAN ASPECTS IN SOFTWARE ENGINEERING.,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,10.1016/j.infsof.2015.02.001,Information and Software Technology,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Sem categoria,RAUL AMARAL ARAUJO,1,Sem categoria,RAYANNE ANGELA SANTOS,2,Sem categoria,ROMERITA FARIAS,3,Discente,ROZELMA SOARES DE FRANCA,4,Discente,TATYANE SOUZA CALIXTO DA SILVA,5,Sem categoria,ROSEANE LINS VASCONCELOS GOMES,6,Sem categoria,MARIA AUXILIADORA SANTOS PADILHA,7,Docente,PATRICIA CABRAL DE AZEVEDO RESTELLI TEDESCO,8,Participante Externo,ROSALIE BARRETO BELIAN,9,VÁRIOS,-,Vigo,Espanha,IV Congresso Internacional de Ensino Universitário,-,Português,-,-,-,TRABALHO COMPLETO,-,-,Proc of IV CINDU,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,INVESTIGAÇÃO SOBRE INOVAÇÕES PEDAGÓGICAS PROTAGONIZADAS POR DOCENTES EM UMA INSTITUIÇÃO DE ENSINO UNIVERSITÁRIO NO BRASIL,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,Otimização da Distribuição de Reserva Técnica de Transformadores para Instrumentos em Sistemas de Transmissão,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,KELLYTON DOS SANTOS BRITO,1,Sem categoria,"COSTA, MARCOS ANTÔNIO DA SILVA",2,Docente,VINICIUS CARDOSO GARCIA,3,Docente,SILVIO ROMERO DE LEMOS MEIRA,4,,,,,,,,,,,,,,,,https://www.researchgate.net/publication/276532378_Is_Brazilian_Open_Government_Data_Actually_Open_Data],,,,,2,VÁRIOS,,57,Inglês,4,-,73,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,IS BRAZILIAN OPEN GOVERNMENT DATA ACTUALLY OPEN DATA?,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,Engenharia de Software para Cidades Inteligentes (PRONEX FACEPE/CNPq),ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,10.4018/ijepr.2015040104,International Journal of E-Planning Research,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,MATEUS ARAUJO BORGES,1,Sem categoria,"FILIERI, ANTONIO",2,Docente,MARCELO BEZERRA D'AMORIM,3,Sem categoria,"P'S'REANU, CORINA S.",4,,,,,,,,,,,,,,,,VÁRIOS,-,Bergamo,Italia,the 2015 10th Joint Meeting,-,inglês,9781450336758,877,866,TRABALHO COMPLETO,-,-,Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering - ESEC/FSE 2015,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ITERATIVE DISTRIBUTION-AWARE SAMPLING FOR PROBABILISTIC SYMBOLIC EXECUTION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,OTIMIZAÇÃO DO TESTE DE MUTAÇÃO COM EXECUÇÃO DELTA,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,JARLEY PALMEIRA NOBREGA,1,Docente,ADRIANO LORENA INACIO DE OLIVEIRA,2,,,,,,,,,,,,,,,,,,,,,,-,,,,,-,MEIO DIGITAL,,101,Inglês,44,-,110,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,KALMAN FILTER-BASED METHOD FOR ONLINE SEQUENTIAL EXTREME LEARNING MACHINE FOR REGRESSION PROBLEMS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,10.1016/j.engappai.2015.05.010,Engineering Applications of Artificial Intelligence,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Participante Externo,RAMIDE AUGUSTO SALES DANTAS,1,Docente,DJAMEL FAWZI HADJ SADOK,2,Sem categoria,"FLINTA, CHRISTOFER",3,Sem categoria,"JOHNSSON, ANDREAS",4,,,,,,,,,,,,,,,,VÁRIOS,-,Ottawa,Canadá,2015 IFIP/IEEE International Symposium on Integrated Network Management (IM),-,inglês,9781479982417,-,810,TRABALHO COMPLETO,-,-,2015 IFIP/IEEE International Symposium on Integrated Network Management (IM),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,KVM VIRTUALIZATION IMPACT ON ACTIVE ROUND-TRIP TIME MEASUREMENTS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES DE COMPUTADORES,End to end Secure Smart Grid,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NÃO INFORMADA,Sem categoria,VALERIA DE PAIVA,1,Docente,RUY JOSE GUERRA BARRETTO DE QUEIROZ,2,Sem categoria,L. S. MOSSI,3,Sem categoria,DANIEL LEIVANT,4,Docente,ANJOLINA GRISI DE OLIVEIRA,5,,,,,,,,,,,,,,,,,,,Obra Completa,,,,2015,-,,-,Idioma Estrangeiro,,UNIVERSIDADE FEDERAL DE PERNAMBUCO,"LOGIC, LANGUAGE, INFORMATION, AND COMPUTATION 22ND INTERNATIONAL WORKSHOP, WOLLIC 2015, BLOOMINGTON, IN, USA, JULY 20-23, 2015, PROCEEDINGS",CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),NÃO INFORMADA,NÃO INFORMADO,LIVRO,BIBLIOGRAFICA,2015,,,-,,-,-,Springer,-,-,http://www.worldcat.org/title/logic-language-information-and-computation-22nd-international-workshop-wollic-2015-bloomington-in-usa-july-20-23-2015-proceedings/oclc/912860056&referer=brief_results,Didática,-,-,-,-,-,9783662477090,Anais de Congresso com Texto Completo,-,Obra Digital / Eletrônica,-,-,"LOGIC, LANGUAGE, INFORMATION, AND COMPUTATION 22ND INTERNATIONAL WORKSHOP, WOLLIC 2015, BLOOMINGTON, IN, USA, JULY 20-23, 2015, PROCEEDINGS",-,-,USA,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANCO DE DADOS,Discente,MYLLER CLAUDINO DE FREITAS,1,Participante Externo,DAMIRES YLUSKA DE SOUZA FERNANDES,2,Docente,ANA CAROLINA BRANDAO SALGADO,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,,,,,-,Português,,50,37,Trabalho Completo,-,28,,http://dx.doi.org/10.18265/1517-03062015v1n28p37-50,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MAPEAMENTOS CONCEITUAIS ENTRE OS MODELOS RELACIONAL E NOSQL: UMA ABORDAGEM COMPARATIVA,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),BANCO DE DADOS,"Enriquecimento Semântico de Processos de Integração de Dados com Ontologias, Contexto e Qualidade da Informação",ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,-,10.18265/1517-03062015v1n28p37-50,-,Principia (João Pessoa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,BRUNO FALCAO DE SOUZA CARTAXO,1,Sem categoria,JULIANA SARAIVA,2,Discente,ADAUTO TRIGUEIRO DE ALMEIDA FILHO,3,Discente,EMANOEL FRANCISCO SPOSITO BARREIROS,4,Discente,WALDEMAR PIRES FERREIRA NETO,5,Docente,SERGIO CASTELO BRANCO SOARES,6,,,,,,,,,,MEIO DIGITAL,-,Lima,Peru,18 Workshop em Engenharia de Software Experimental (ESELAW 2015),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,18 Workshop em Engenharia de Software Experimental (ESELAW 2015),[http://https://sites.google.com/a/spc.org.pe/cibse2015-br/llamada-de-trabajos/eselaw],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MECHANISMS TO CHARACTERIZE CONTEXT OF EMPIRICAL STUDIES IN SOFTWARE ENGINEERING,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,Definição de uma Infra-estrutura de Suporte para Definição e Execução de Experimentos de Manutenção de Linhas de Produto de Software,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Sem categoria,BRUNO SILVA,1,Discente,RUBENS DE SOUZA MATOS JUNIOR,2,Participante Externo,GUSTAVO RAU DE ALMEIDA CALLOU,3,Sem categoria,JAIR FIGUEIREDO,4,Sem categoria,JOÃO FERREIRA,5,Discente,JAMILSON RAMALHO DANTAS,6,Discente,ALECIANO FERREIRA LOBO JUNIOR,7,Sem categoria,VANDI ALVES,8,Docente,PAULO ROMERO MARTINS MACIEL,9,VÁRIOS,-,"Rio de Janeiro, RJ",Brasil,Industry Track at 45th Dependable Systems and Networks Conference (DSN-2015),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,45th Dependable Systems and Networks Conference (DSN-2015),[http://2015.dsn.org/industrial-track/],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MERCURY: AN INTEGRATED ENVIRONMENT FOR PERFORMANCE AND DEPENDABILITY EVALUATION OF GENERAL SYSTEMS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,MODELAGEM E AVALIAÇÃO DE DESEMPENHO DE SISTEMAS COMUNICANTES,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Participante Externo,RAFAEL MENELAU OLIVEIRA E CRUZ,1,Participante Externo,Robert Sabourin,2,Docente,GEORGE DARMITON DA CUNHA CAVALCANTI,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Killarney,Estados Unidos,2015 International Joint Conference on Neural Networks (IJCNN),-,Inglês,9781479919604,8,1,TRABALHO COMPLETO,-,-,2015 International Joint Conference on Neural Networks (IJCNN),[http://www.ijcnn.org/2015],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,META-DES.H: A DYNAMIC ENSEMBLE SELECTION TECHNIQUE USING META-LEARNING AND A DYNAMIC WEIGHTING APPROACH,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,Algoritmos para seleção dinâmica de classificadores,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Participante Externo,RAFAEL MENELAU OLIVEIRA E CRUZ,1,Participante Externo,Robert Sabourin,2,Docente,GEORGE DARMITON DA CUNHA CAVALCANTI,3,Docente,TSANG ING REN,4,,,,,,,,,,,,,,,,MEIO DIGITAL,,,,,-,Inglês,,1935,1925,Trabalho Completo,-,5,,[doi:10.1016/j.patcog.2014.12.003],48,UNIVERSIDADE FEDERAL DE PERNAMBUCO,META-DES: A DYNAMIC ENSEMBLE SELECTION FRAMEWORK USING META-LEARNING,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,Desenvolvimento de algoritmos e técnicas de computação inteligente para solução de problemas de visão computacional,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,-,10.1016/j.patcog.2014.12.003,-,Pattern Recognition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Docente,NELSON SOUTO ROSA,1,,,,,,,,,,,,,,,,,,,,,,,,,VÁRIOS,-,LIVERPOOL,Inglaterra,"2015 IEEE International Conference on Computer and Information Technology; Ubiquitous Computing and Communications; Dependable, Autonomic and Secure Computing; Pervasive Intelligence and Computing (CIT/IUCC/DASC/PICOM)",-,inglês,9781509001545,655,648,TRABALHO COMPLETO,-,-,"2015 IEEE International Conference on Computer and Information Technology; Ubiquitous Computing and Communications; Dependable, Autonomic and Secure Computing; Pervasive Intelligence and Computing",-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MIDDLEWARE RECONFIGURATION RELYING ON FORMAL METHODS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,"FRAMEWORKS PARA FORMALIZAÇÃO, IMPLEMENTAÇÃO E AVALIAÇÃO DE DESEMPENHO DE MIDDLEWARE",TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Sem categoria,"SILVA, RICARDO",1,Discente,JORGE LUIS CAVALCANTI RAMOS,2,Discente,RODRIGO LINS RODRIGUES,3,Docente,ALEX SANDRO GOMES,4,Sem categoria,"FONSECA, ALEXANDRO",5,,,,,,,,,,,,,VÁRIOS,-,Maceió,Brasil,XXVI Simpósio Brasileiro de Informática na Educação,-,Português,-,-,1197,TRABALHO COMPLETO,-,-,XXVI Simpósio Brasileiro de Informática na Educação,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MINERAÇÃO DE DADOS EDUCACIONAIS NA ANÁLISE DAS INTERAÇÕES DOS ALUNOS EM UM AMBIENTE VIRTUAL DE APRENDIZAGEM,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MÍDIA E INTERAÇÃO,Ambientes para autorregulação e corregulação da aprendizagem colaborativa em plataforma educacional,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEORIA DA COMPUTAÇÃO,Discente,HALISSON ALBERDAN CAVALCANTI CARDOSO,1,Docente,SILVIO DE BARROS MELO,2,Docente,RICARDO MARTINS DE ABREU SILVA,3,Participante Externo,EMERSON ALEXANDRE DE OLIVEIRA LIMA,4,Participante Externo,CARLOS COSTA DANTAS,5,Sem categoria,ILKER MERIC,6,,,,,,,,,,VÁRIOS,-,São Paulo,Brasil,International Nuclear Atlantic Conference,-,Português,-,-,-,TRABALHO COMPLETO,-,-,INAC-2015,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MINIMIZING THE ILL-CONDITIONING IN THE ANALYSIS BY GAMMA,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MATEMÁTICA COMPUTACIONAL,Reconstrução Tomográfica Gama Para Processos Industriais,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,IRINEU MARTINS DE LIMA MOURA,1,Discente,GUSTAVO HENRIQUE LIMA PINTO,2,Discente,FELIPE EBERT,3,Docente,FERNANDO JOSE CASTOR DE LIMA FILHO,4,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Florença,Italia,12th Working Conference on Mining Software Repositories,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the 12th Working Conference on Mining Software Repositories,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MINING ENERGY-AWARE COMMITS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,Redução do Consumo de Energia Através de Reestruturação de Aplicações Paralelas,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTELIGÊNCIA COMPUTACIONAL,Docente,ALEXANDRE CABRAL MOTA,1,Participante Externo,ADALBERTO CAJUEIRO DE FARIAS,2,Sem categoria,JAMES CHARLES WOODCOCK,3,Sem categoria,PETER GORM LARSEN,4,,,,,,,,,,,,,,,,[doi:10.1007/s00165-015-0342-2],,,,,-,MEIO DIGITAL,,1,Inglês,1,-,35,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODEL CHECKING CML: TOOL DEVELOPMENT AND INDUSTRIAL APPLICATIONS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ANÁLISE DE DADOS SIMBÓLICOS E/OU NUMÉRICOS E MÉTODOS AFINS,Verificação de Modelos com Estados Enriquecidos,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,10.1007/s00165-015-0342-2,Formal Aspects of Computing,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEORIA DA COMPUTAÇÃO,Participante Externo,ALEX ELTON DE MOURA,1,Sem categoria,MÁRCIO F. P. BRITO,2,Participante Externo,CARLOS COSTA DANTAS,3,Sem categoria,ENIVALDO SANTOS BARBOSA,4,Participante Externo,EMERSON ALEXANDRE DE OLIVEIRA LIMA,5,Docente,SILVIO DE BARROS MELO,6,,,,,,,,,,VÁRIOS,-,São Paulo,Brasil,International Nuclear Atlantic Conference,-,Português,-,-,-,TRABALHO COMPLETO,-,-,INAC-2015,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODEL OF A CATALYTIC INJECTION IN A RISER BY MEANS OF GAMMA RAY TRANSMISSION MEASUREMENTS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MATEMÁTICA COMPUTACIONAL,Reconstrução Tomográfica Gama Para Processos Industriais,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
